        0.0000  5358.705846   0.283250  5358.989096 
        0.0300  55.929139   0.283250  56.212389 
        0.0600   3.452479   0.283250   3.735729 
        0.0900  -0.788268   0.283250  -0.505018 
        0.1200  -1.265139   0.283250  -0.981889 
        0.1500  -1.349820   0.283250  -1.066570 
        0.1800  -1.392582   0.283250  -1.109332 
        0.2100  -1.427005   0.283250  -1.143755 
        0.2400  -1.453297   0.283250  -1.170047 
        0.2700  -1.473414   0.283250  -1.190164 
        0.3000  -1.491830   0.283250  -1.208580 
        0.3300  -1.507432   0.283250  -1.224182 
        0.3600  -1.520698   0.283250  -1.237448 
        0.3900  -1.531126   0.283250  -1.247876 
        0.4200  -1.536992   0.283250  -1.253742 
        0.4500  -1.538928   0.283250  -1.255678 
        0.4800  -1.538114   0.283250  -1.254865 
        0.5100  -1.533918   0.283250  -1.250668 
        0.5400  -1.526126   0.283250  -1.242876 
        0.5700  -1.513842   0.283250  -1.230592 
        0.6000  -1.494729   0.283250  -1.211479 
        0.6300  -1.469012   0.283250  -1.185762 
        0.6600  -1.428403   0.283250  -1.145153 
        0.6900  -1.371994   0.283250  -1.088744 
        0.7200  -1.330234   0.283250  -1.046984 
        0.7500  -1.277393   0.283250  -0.994143 
        0.7800  -1.207942   0.283250  -0.924692 
        0.8100  -1.108619   0.283250  -0.825369 
        0.8400  -0.963981   0.283250  -0.680731 
        0.8700  -0.848005   0.283250  -0.564755 
        0.9000  -0.666481   0.283250  -0.383231 
        0.9300  -0.442020   0.283250  -0.158770 
        0.9600  -0.194495   0.283250   0.088755 
        0.9900   0.087466   0.283250   0.370716 
        1.0200   0.455237   0.283250   0.738487 
        1.0500   0.749116   0.283250   1.032366 
        1.0800   1.192187   0.283250   1.475437 
        1.1100   1.618201   0.283250   1.901451 
        1.1400   2.118721   0.283250   2.401971 
        1.1700   2.643268   0.283250   2.926518 
        1.2000   3.138517   0.283250   3.421767 
        1.2300   3.676214   0.283250   3.959464 
        1.2600   4.236213   0.283250   4.519463 
        1.2900   4.656063   0.283250   4.939313 
        1.3200   5.257523   0.283250   5.540773 
        1.3500   5.774030   0.283250   6.057280 
        1.3800   6.174392   0.283250   6.457642 
        1.4100   6.623242   0.283250   6.906492 
        1.4400   6.992777   0.283250   7.276027 
        1.4700   7.315083   0.283250   7.598333 
        1.5000   7.661373   0.283250   7.944622 
        1.5300   7.786483   0.283250   8.069733 
        1.5600   7.898799   0.283250   8.182049 
        1.5900   8.002139   0.283250   8.285389 
        1.6200   8.031431   0.283250   8.314681 
        1.6500   8.079376   0.283250   8.362626 
        1.6800   8.072376   0.283250   8.355626 
        1.7100   8.039631   0.283250   8.322881 
        1.7400   7.919492   0.283250   8.202742 
        1.7700   7.856986   0.283250   8.140236 
        1.8000   7.753433   0.283250   8.036683 
        1.8300   7.651140   0.283250   7.934389 
        1.8600   7.536227   0.283250   7.819477 
        1.8900   7.399277   0.283250   7.682526 
        1.9200   7.241367   0.283250   7.524617 
        1.9500   7.132023   0.283250   7.415273 
        1.9800   6.918445   0.283250   7.201695 
        2.0100   6.752065   0.283250   7.035315 
        2.0400   6.623962   0.283250   6.907212 
        2.0700   6.471023   0.283250   6.754273 
        2.1000   6.358862   0.283250   6.642112 
        2.1300   6.217757   0.283250   6.501007 
        2.1600   6.088894   0.283250   6.372144 
        2.1900   5.914874   0.283250   6.198123 
        2.2200   5.751752   0.283250   6.035002 
        2.2500   5.601514   0.283250   5.884764 
        2.2800   5.449904   0.283250   5.733154 
        2.3100   5.303774   0.283250   5.587024 
        2.3400   5.156249   0.283250   5.439499 
        2.3700   5.013103   0.283250   5.296353 
        2.4000   4.856419   0.283250   5.139669 
        2.4300   4.722883   0.283250   5.006133 
        2.4600   4.577734   0.283250   4.860984 
        2.4900   4.443732   0.283250   4.726982 
        2.5200   4.300867   0.283250   4.584117 
        2.5500   4.166582   0.283250   4.449832 
        2.5800   4.032477   0.283250   4.315727 
        2.6100   3.900247   0.283250   4.183496 
        2.6400   3.763560   0.283250   4.046810 
        2.6700   3.637108   0.283250   3.920358 
        2.7000   3.507222   0.283250   3.790472 
        2.7300   3.380361   0.283250   3.663611 
        2.7600   3.259399   0.283250   3.542649 
        2.7900   3.139124   0.283250   3.422374 
        2.8200   3.025633   0.283250   3.308883 
        2.8500   2.907010   0.283250   3.190259 
        2.8800   2.783409   0.283250   3.066659 
        2.9100   2.673663   0.283250   2.956913 
        2.9400   2.556583   0.283250   2.839833 
        2.9700   2.437019   0.283250   2.720269 
        3.0000   2.294391   0.283250   2.577641 
